ID;Nombre;Nombre Propietario;Nombre Grupo;Comuna;Tipo Central;Nemotecnico;Descripcion;Estado (Operativa/En Pruebas / En Construccion);Nombre Embalse;Nombre Cuenca;11.1.1 Cantidad unidades generadoras;11.1.2 Puntos de conexión al SI a través de los cuales inyecta energía.;11.1.4 Potencia máxima bruta, para cada tipo de combustible que pueda operar;11.1.5 Consumos propios como % de la potencia máxima bruta;11.1.6 Capacidad máxima, Potencia neta efectiva;11.1.7 Potencia mínima técnica, para cada combustible que pueda operar;11.1.11 Fecha de entrada en operación;Clasificacion;Distribuidora;Diagrama PQ equivalente de la central;Tipo de conversión de energía;Convencional / ERNC;Medio de generacion según DS 244;11.1.38 Tipo;11.1.38 Región;11.1.8 Provincia;11.1.8 Comuna;11.1.38 Número de Comunas de Emplazamiento;11.1.38 Sala de Maquinas: Comuna;11.1.38 Bocatoma: Comuna;11.1.38 Represa: Comuna;11.1.38 Embalse Comuna 1;11.1.38 Embalse Comuna 2;11.1.38 Embalse Comuna 3;11.1.39 Coordenada este;11.1.39 Coordenada norte;11.1.39 Zona o huso [ej: 18H, 19J];11.1.40 Parámetros de partida y detención;Seguimiento;Tecnología;Área de paneles (m2);Modelo del panel;Generación anual de diseño (GWh);Inversión;Empresa;Fecha ingreso SEIA;Fecha de aprobación;LINK;
504;PMG PALACIOS;HIDROELECTRICA PALACIOS SPA;ANPAC ENERGIA SpA;No Clasificado;Hidroeléctricas;CE01G322;EN PRUEBAS;EN PRUEBAS;no aplica;no aplica;1;S/E EL PASO 154 KV;3,6;0,5;3,009;50;15-01-2018;no aplica;no aplica;;;;PMG;HIDRÁULICA DE PASADA;LIBERTADOR GENERAL BERNARDO OHIGGINS;;;1;SAN FERNANDO;SAN FERNANDO;no aplica;no aplica;no aplica;no aplica;728594,0004;5813182,018;18H;Pendiente a homologación;;;;;;;;;;;
505;ARRAYAN;HIDROELECTRICA ARRAYÁN SpA;HIDROELECTRICA ARRAYÁN SpA;Lo Barnechea;Hidroeléctricas;CE01G323;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR LA POSADA;1,2;6,25;1,125;0;20-12-2017;;;;;;PMGD;;METROPOLITANA DE SANTIAGO;;;1;LO BARNECHEA;;no aplica;;no aplica;no aplica;;;;;;;;;;;;;;;
534;AMPARO DEL SOL;PARQUE SOLAR AMPARO DEL SOL SpA;PARQUE SOLAR AMPARO DEL SOL SpA;Ovalle;Solares;CE01G407;PMGD;Operativa;no aplica;no aplica;1;S/E OVALLE;3;1,5;2,96;0;01/06/2018;no aplica;CONAFE;no aplica;;;PMGD;Solar;COQUIMBO;LIMARÍ;OVALLE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;278533,73;6609119,17;18H;no aplica;;;;;;;;;;;
507;LIPIGAS CONCÓN;LIPIGAS;EMPRESAS LIPIGAS S.A.;Concón;Termoeléctricas;CE01G325;EN PRUEBAS;En Pruebas;no aplica;no aplica;3;S/E CONCÓN ALIMENTADOR EXPRESO RPC;6;1,2;5,9856;0;;;;;;;PMGD;;VALPARAÍSO;;;1;no aplica;;no aplica;;no aplica;no aplica;;;;;;;;;;;;;;;
539;CHANCÓN;GR AVELLANO SpA;GR AVELLANO SpA;Rancagua;Solares;CE01G410;PMGD EN PRUEBA;Operativa;no aplica;no aplica;no aplica;S/E TUNICHE;3;0,67;2,98;0;21-03-2018;no aplica;CGE;no aplica;;;PMGD;SOLAR;LIBERTADOR GENERAL BERNARDO OHIGGINS;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;332113;6226523;19H;no aplica;;;;;;;;;;;
509;LA MONTAÑA II;HIDROELECTRICA RIO CLARO S.A.;HIDROELECTRICA RIO CLARO S.A.;Teno;Hidroeléctricas;CE01G327;PMGD;Operativa;no aplica;no aplica;;;1,9;2,631578947;1,85;0;03-11-2017;;;;;;PMGD;;MAULE;;;;no aplica;;no aplica;;no aplica;no aplica;;;;;;;;;;;;;;;
510;DEGAÑ 2;NUEVA DEGAN;GENERACION DE ENERGIA NUEVA DEGAN S.A.;No Clasificado;Termoeléctricas;CE02G033;;OPERATIVA;no aplica;no aplica;12;S/E Degañ;14,628;0;14,628;4,68;07-07-2018;TÉRMICA;-;SDO07235 - Prime Energia -  Informe Homologación Degan;;;no aplica;Diesel;De los Lagos;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;606129,582;5332973,765;18G;P011983-2-GE-INF-00022_C - Degañ2 PPD;;;;;;;;;;;
543;LUDERS;GR LAUREL SpA;GR LAUREL SPA;Mostazal;Solares;CE02G257;PMGD;Operativa;no aplica;no aplica;1;S/E GRANEROS;3;1,47;2,96;0;23/05/2018;;;;;;PMGD;SOLAR;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;MOSTAZAL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;349636,7;6237416,1;19 H;no aplica;;;;;;;;;;;
546;LOS PATOS;PV LOS PATOS SpA;PV LOS PATOS SpA;Talca;Solares;CE01G416;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E SAN RAFAEL;3;0,33;2,99;0;PENDIENTE;SOLAR;;;;;PMGD;SOLAR;MAULE;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;262641;6086631;19 H;no aplica;;;;;;;;;;;
550;OCOA;PARQUE FOTOVOLTAICO OCOA SpA;PARQUE FOTOVOLTAICO OCOA SpA;Hijuelas;Solares;CE01G419;PMGD;Operativa;no aplica;no aplica;1;SE LAS VEGAS;3;0;3;0;01-09-2018;;CHILQUINTA;no aplica;;;PMGD;FOTOVOLTAICA;VALPARAÍSO;QUILLOTA;HIJUELAS;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;307162,02;6369451,56;19H;no aplica;;;;;;;;;;;
554;TALHUÉN;RIGEL SpA;RIGEL SpA;Ovalle;Solares;CE01G422;PMGD EN PRUEBAS;Operativa;no aplica;no aplica;1;S/E OVALLE;3;0,67;2,98;0;01-08-2018;SOLAR;CONAFE;;;;PMGD;FOTOVOLTAICA;COQUIMBO;LIMARÍ;OVALLE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;283953;6616991;19J;no aplica;;;;;;;;;;;
556;SANTA LAURA;PARQUE SOLAR SANTA LAURA SpA;PARQUE SOLAR SANTA LAURA SpA;Cabildo;Solares;CE01G424;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E CABILDO;3;1;2,97;0;PENDIENTE;SOLAR;;;;;PMGD;FOTOVOLTAICA;VALPARAÍSO;PETORCA;CABILDO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;308995;6413605;19H;no aplica;;;;;;;;;;;
558;CATÁN SOLAR;PLANETA INVESTMENT SpA;PLANETA INVESTMENT SpA;San Esteban;Solares;CE01G426;PMGD EN PRUEBAS;Operativa;no aplica;no aplica;no aplica;S/E SAN RAFAEL;3;0,16;2,995;0;PENDIENTE;;CHILQUINTA;no aplica;;;PMGD;FOTOVOLTAICA;VALPARAÍSO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;351064;6377050;19H;no aplica;;;;;;;;;;;
521;EL CAMPESINO I;AASA ENERGIA;AASA ENERGIA;Melipilla;Termoeléctricas;CE01G338;PMGD;Operativa;no aplica;no aplica;1;DISTRIBUIDORA CGED, ALIMENTADOR  MALLARAUCO;1;0,5;0,995;0;24-01-2018;;;;;;PMGD;TÉRMICA BIOGAS;METROPOLITANA DE SANTIAGO;MELIPILLA;MELIPILLA;1;METROPOLITANA;no aplica;no aplica;no aplica;no aplica;no aplica;300714,22;6282781,4;19H;;;;;;;;;;;;
560;LAS PALOMAS;PV LAS PALOMAS SpA;PV LAS PALOMAS SpA;Bulnes;Solares;CE01G428;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E TRES ESQUINAS;3;0,33;2,99;0;PENDIENTE;SOLAR;COPELEC;no aplica;;;PMGD;FOTOVOLTAICA;BÍO BÍO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;214288;5924658;;no aplica;;;;;;;;;;;
523;CONCHALÍ;QUEMCHI GENERADORA DE ELECTRICIDAD S.A.;QUEMCHI GENERADORA DE ELECTRICIDAD S.A.;Los Vilos;Termoeléctricas;CE01G340;EN PRUEBAS;En Pruebas;no aplica;no aplica;6;;3;0;3;0;;;;;;;PMGD;TÉRMICA;COQUIMBO;CHOAPA;LOS VILOS;;no aplica;;no aplica;;no aplica;no aplica;265739,6;6463590,3;19J;;;;;;;;;;;;
562;EL PICURIO;PV EL PICURIO SpA;PV EL PICURIO SpA;Chimbarongo;Solares;CE01G430;PMGD;Operativa;no aplica;no aplica;1;S/E QUINTA;3;0,33;2,99;0;04-09-2018;;CEC;no aplica;;;PMGD;FOTOVOLTAICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;COLCHAGUA;CHIMBARONGO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;311554,89;6147429,48;19H;no aplica;;;;;;;;;;;
564;EL CHINCOL;SYBAC SOLAR PROJECT COMPANY X SpA;SYBAC SOLAR SYSTEMS CHILE SpA;Ñiquén;Solares;CE01G432;PMGD;Operativa;no aplica;no aplica;no aplica;S/E SAN GREGORIO;3;0,33;2,99;0;07-09-2018;no aplica;LUZ PARRAL;no aplica;;;PMGD;FOTOVOLTAICA;ÑUBLE;PUNILLA;ÑIQUÉN;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;242872,03;5981037,61;19H;no aplica;;;;;;;;;;;
572;ALICAHUE;PARQUE FOTOVOLTAICO ALICAHUE SOLAR SpA;PARQUE FOTOVOLTAICO ALICAHUE SOLAR SpA;Cabildo;Solares;CE01G436;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E CABILDO 23KV;3;0,07;2,998;0;PENDIENTE;no aplica;CGE;no aplica;FOTOVOLTÁICA;ERNC;PMGD;FOTOVOLTÁICA;VALPARAÍSO;PETORCA;CABILDO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;321711,1;6405670,47;19 H;no aplica;;;;;;;;;;;
577;PIQUERO;PIQUERO SpA;PIQUERO SpA;Casablanca;Solares;CE01G440;PMGD;Operativa;no aplica;no aplica;1;S/E CASABLANCA;3;0;3;0;06-12-2018;FOTOVOLTAICA;ENERGÍA CASABLANCA;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;VALPARAISO;VALPARAISO;CASABLANCA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;271859,15;6312934,62;;no aplica;;;;;;;;;;;
580;EL QUEMADO;RIGEL SpA;RIGEL SpA;Cabildo;Solares;CE02G422;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E CABILDO;3;0,667;2,98;0;PENDIENTE;FOTOVOLTAICA;CONAFE;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;VALPARAISO;;CABILDO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;310284;6409545;19;no aplica;;;;;;;;;;;
593;CALLE LARGA;PMGD CALLE LARGA SpA;PMGD CALLE LARGA SpA;Calle Larga;Solares;CE01G459;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E SAN RAFAEL;3;1;2,97;0;PENDIENTE;FOTOVOLTAICA;CHILQUINTA;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;VALPARAISO;;CALLE LARGA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;6360400;349200;19;no aplica;;;;;;;;;;;
531;PARQUE EÓLICO PUNTA SIERRA;Pacific Hydro Punta Sierra SpA;PACIFIC HYDRO CHILE;Ovalle;Eólicas;CE04G460;;Operativa;no aplica;no aplica;32;;81,6;1,88;81,6;0;15-06-2018;ERNC;no aplica;Sheet 1-B44-Main parameters of grid-connection of wind turbine generator-Punta Sierra AM-GW fb.xlsx;;;no aplica;Eólica;COQUIMBO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;250445;6552494;19j;INFORME TÉCNICO determinacion de mínimo técnico.docx;;;;;;;;;;;
278;SANTA CECILIA;COMMONPLACE;COMMONPLACE ENERGY S.A.;Vallenar;Solares;CE01G140;PMGD;Operativa;no aplica;no aplica;no aplica;ALIMENTADOR DOMEYKO 23 KV;2,96;0,5;2,9452;;15-12-2013 0:00:00;ERNC;EMELAT;;;;PMGD;Solar;ATACAMA;HUASCO;VALLENAR;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;313827,9999;6777519,014;19J;;;;;;;;;;;;
333;LUNA DEL NORTE;SOLAR E SpA;SOLAR E SpA;Vicuña;Solares;CE08G439;PMGD;Operativa;no aplica;no aplica;no aplica;S/E VICUÑA 23 KV;2,96;0,7;2,93928;;16-09-2015 0:00:00;ERNC;CONAFE;;;;PMGD;Solar;COQUIMBO;ELQUI;VICUÑA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;338024;6675560,013;19J;;;;;;;;;;;;
538;CENTRAL HIDROELÉCTRICA CUMBRES;CUMBRES S.A.;CUMBRES S.A.;No Clasificado;Hidroeléctricas;CE01G409;;En Pruebas;no aplica;Puyehue;2;S/E Central Cumbres 23KV B1;19,266;0,3;19;0,48;10-09-18;ERNC;no aplica;Diagrama PQ.pdf;Hidroeléctrica;ERNC;no aplica;Minihidro de pasada;DE LOS RÍOS;DEL RANCO;RÍo Bueno;1;RÍO BUENO;RIO BUENO;no aplica;no aplica;no aplica;no aplica;736150;5496726;18H;no aplica;;;;;;;;;;;
339;SOL DEL NORTE;SOLAR E SpA;SOLAR E SpA;Vicuña;Solares;CE09G439;PMGD;Operativa;no aplica;no aplica;no aplica;S/E VICUÑA 23 KV;2,96;0,7;2,93928;;05/10/2015 12:00:00 a.m.;ERNC;CONAFE;;;;PMGD;Solar;COQUIMBO;ELQUI;VICUÑA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;337646,48;6675562,953;19J;;;;;;;;;;;;
540;ERMITAÑO;GENERADORA ERMITAÑO SpA;GENERADORA ERMITAÑO SpA;Melipilla;Termoeléctricas;CE01G411;PMGD;Operativa;no aplica;no aplica;no aplica;S/E LEYDA;3;5;2,85;0;05-06-2018;no aplica;CGE;no aplica;;;PMGD;Diesel;VALPARAÍSO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;277582;6277688;19H;no aplica;;;;;;;;;;;
513;LA MANGA I;LA MANGA ENERGY SpA;LA MANGA ENERGY SpA;Melipilla;Solares;CE01G329;PMGD;Operativa;no aplica;no aplica;no aplica;;2,96;8,445945946;2,71;0;13-12-2017;;;;;;PMGD;SOLAR;METROPOLITANA DE SANTIAGO;;;;MELIPILLA;;no aplica;;no aplica;no aplica;;;;;;;;;;;;;;;
542;SANTA ELENA;CENTRAL HIDROELÉCTRICA SANTA ELENA S.A.;CENTRAL HIDROELÉCTRICA SANTA ELENA S.A.;Cunco;Hidroeléctricas;CE01G413;PMGD;Operativa;no aplica;no aplica;1;S/E VILLARRICA;2,75;0;2,75;0;30/05/2018;no aplica;CGE;no aplica;;;PMGD;Mini Hidro;ARAUCANÍA;;;1;VILLARRICA;;no aplica;;no aplica;no aplica;753032;5660092;18H;no aplica;;;;;;;;;;;
559;VILLA PRAT;VILLA PRAT ENERGY SpA;VILLA PRAT ENERGY SpA;Curicó;Solares;CE01G427;PMGD;Operativa;no aplica;no aplica;no aplica;S/E VILLA PRAT;2,96;0,135;2,956;0;22-08-2018;SOLAR;;;;;PMGD;FOTOVOLTAICA;MAULE;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;260592,75;6111271,2;;no aplica;;;;;;;;;;;
309;TAMBO REAL;KALTEMP;KALTEM;Vicuña;Solares;CE01G167;PMGD;Operativa;no aplica;no aplica;no aplica;S/E VICUÑA;2,94;0,462962963;2,926388889;;06/12/2012 12:00:00 a.m.;ERNC;CONAFE;;;;PMGD;Solar;COQUIMBO;ELQUI;VICUÑA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;329345,5;6674521,103;19J;;;;;;;;;;;;
353;LA CHAPEANA;RENOVALIA CHILE SIETE, SPA;RENOVALIA CHILE SIETE;Ovalle;Solares;CE01G193;PMGD;Operativa;no aplica;no aplica;no aplica;SOTAQUI 23KV;2,928;0,785519126;2,905;;01/03/2016 12:00:00 a.m.;ERNC;CONAFE;;;;PMGD;Solar;COQUIMBO;LIMARÍ;OVALLE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;297504,9999;6622199,015;19J;;;;;;;;;;;;
547;CORTÉS;SAFIRA ENERGÍA SIETE SPA;SAFIRA ENERGÍA CHILE SPA;Panquehue;Termoeléctricas;CE01G445;PMGD;Operativa;no aplica;no aplica;2;S/E SAN FELIPE;3;1;2,97;0;07-09-2018;TÉRMICA;;;;;PMGD;DIESEL;VALPARAÍSO;SAN FELIPE DE ACONCAGUA;PANQUEHUE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;332765;6375758;19H;no aplica;;;;;;;;;;;
548;AGNI;TACORA ENERGY SpA;TACORA ENERGY SpA;Quilicura;Termoeléctricas;CE01G414;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;2;;3;0;3;0;;TÉRMICA;;;;;PMGD;DIESEL;METROPOLITANA DE SANTIAGO;SANTIAGO;QUILICURA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;336177;6305310;19H;;;;;;;;;;;;
354;LAS MOLLACAS;RENOVALIA CHILE SEIS, SPA;RENOVALIA CHILE SEIS;Ovalle;Solares;CE01G192;PMGD;Operativa;no aplica;no aplica;no aplica;HOSPITAL 23KV;2,928;0,785519126;2,905;;01/03/2016 12:00:00 a.m.;ERNC;CONAFE;;;;PMGD;Solar;COQUIMBO;LIMARÍ;OVALLE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;286874,9998;6604316,015;19J;;;;;;;;;;;;
552;SEPULTURA;ENERGIA GENERACIÓN SpA;ENERGIA GENERACION SpA;San Antonio;Termoeléctricas;CE01G420;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;SE LEYDA;3;0,5;2,985;0;PENDIENTE;TÉRMICA;CGE;no aplica;;;PMGD;TERMOELECTRICA;VALPARAÍSO;SAN ANTONIO;SAN ANTONIO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;277082;6277817;18H;no aplica;;;;;;;;;;;
553;MSA-1;MINICENTRALES ARAUCANÍA S.A.;MINICENTRALES ARAUCANÍA S.A.;Villarrica;Hidroeléctricas;CE01G421;PMGD;Operativa;no aplica;no aplica;3;S/E VILLARRICA;3;0,33;2,99;0;31-07-2018;HIDRÁULICA;CGE;;;;PMGD;HIDROELÉCTRICA;ARAUCANÍA;CAUTÍN;VILLARICA;1;VILLARRICA;VILLARRICA;VILLARRICA;VILLARRICA;no aplica;no aplica;750523;5658703;18H;no aplica;;;;;;;;;;;
530;PERALILLO;PARRONAL ENERGY SPA;PARRONAL ENERGY SPA;Hualañé;Solares;CE01G403;PMGD;Operativa;no aplica;no aplica;4;SE PARRONAL;2,9;1,379310345;2,86;;12-06-2018;;CGE;no aplica;;;PMGD;SOLAR;MAULE;;;N/A;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;252873,09;6119285,04;19 H;no aplica;;;;;;;;;;;
346;SOLAR ESPERANZA;RTS ENERGY;RTS ENERGIA LTDA;Diego de Almagro;Solares;CE02G129;;Operativa;no aplica;no aplica;no aplica;S/E EL SALVADOR 12.5 KV;2,88;;;;20-12-2013;ERNC;no aplica;;;;PMG;Solar;ATACAMA;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;345836,0032;6209729,008;19H;;;;;;;;;;;;
412;CHUCHIÑI;SPV P4;SPV P4;Salamanca;Solares;CE02G211;PMGD;Operativa;no aplica;no aplica;no aplica;ALIMENTADOR CUCUMÉN 23KV;2,88;0;2,88;;09/06/16;;CONAFE;;;;PMGD;SOLAR;COQUIMBO;CHOAPA;SALAMANCA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;303233,9999;6485793,015;19J;;;;;;;;;;;;
496;QUINTA;CVE CHILE SPA;CVE Chile SpA;Colina;Solares;CE02G314;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR POLPAICO 23KV;2,88;0,347222222;2,87;0;08/11/17;;;;;;PMGD;SOLAR;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;1;no aplica;;no aplica;;no aplica;no aplica;340326;6344315;19H;;;;;;;;;;;;
574;CINTAC;SOLAR E SpA;SOLAR E SpA;Maipu;Solares;CE06G439;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E MAIPU;2,77;0;2;0;PENDIENTE;FOTOVOLTAICA;CHILQUINTA;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;METROPOLITANA;;MAIPU;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;339700,16;6290631,5;19 H;no aplica;;;;;;;;;;;
585;LUNA;LUNA ENERGY SpA;LUNA ENERGY SpA;Las Cabras;Solares;CE01G451;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E EL MANZANO;2,67;0,5617;2,655;0;PENDIENTE;FOTOVOLTAICA;CGE;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;;LAS CABRAS;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;6210790;277590;19 J;no aplica;;;;;;;;;;;
561;RAMADILLA;GENERADORA LA CALERA SpA;GENERADORA LA CALERA SpA;Los Vilos;Termoeléctricas;CE01G429;PMGD;Operativa;no aplica;no aplica;6;S/E QUEREO;3;0,5;2,985;0;01-09-2018;;CONAFE;no aplica;;;PMGD;TERMOELECTRICA;COQUIMBO;CHOAPA;LOS VILOS;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;265766;6463564;;no aplica;;;;;;;;;;;
429;HORMIGA SOLAR;HORMIGA SOLAR;HORMIGA SOLAR SpA.;San Felipe;Solares;CE01G108;;Operativa;no aplica;no aplica;no aplica;;2,541;0;2,541;;27/12/2016;ERNC;;;;;PMGD;SOLAR;VALPARAÍSO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;;;;;;;;;;;;;;;
563;EL BRINCO;HIDRO MUNILQUE SpA;HIDRO MUNILQUE SpA;Mulchén;Hidroeléctricas;CE01G431;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E PICOLTUE;0,2;37,5;0,125;0;PENDIENTE;;FRONTEL;no aplica;;;PMGD;HIDROELECTRICA;BÍO BÍO;BÍO BÍO;MULCHÉN;1;MULCHEN;MULCHEN;no aplica;;no aplica;no aplica;749703;5825392;18 H;no aplica;;;;;;;;;;;
411;ALTOS DEL PAICO;SUNENERGREEN;SUN ENEL GREEN;El Monte;Solares;CE01G273;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;no aplica;EL PAICO 13.2KV;2,1;;;;;ERNC;CGE;;;;PMGD;Solar;METROPOLITANA DE SANTIAGO;TALAGANTE;EL MONTE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;;;;;;;;;;;;;;;
571;ALTO SOLAR;ALTOS DE LA MANGA ENERGY SpA;ALTOS DE LA MANGA ENERGY SpA;San Pedro;Hidroeléctricas;CE01G435;PMGD EN PRUEBAS;En Pruebas;;;1;LA MANGA 13,2KV;2,96;0,135;2,956;0;PENDIENTE;;CGE;no aplica;FOTOVOLTAICA;ERNC;PMGD;Fotovoltáica;METROPOLITANA DE SANTIAGO;MELIPILLA;SAN PEDRO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;259179,98;6246280,19;19 H;no aplica;;;;;;;;;;;
306;PSF PAMA;PSF PAMA;SOLAR PSF PAMA;Combarbalá;Solares;CE01G164;PMGD;Operativa;no aplica;no aplica;no aplica;ALIMENTADOR CIUDAD 13.2 KV EN S/E COMBARBALA;2;0,5;1,99;;19-06-2014 0:00:00;ERNC;CONAFE;;;;PMGD;SOLAR;COQUIMBO;LIMARÍ;COMBARBALÁ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;307272,9804;6547980,066;19J;;;;;;;;;;;;
307;PSF LOMAS COLORADAS;PSF LOMAS COLORADAS;SOLAR PSF LOMAS COLORADAS;Combarbalá;Solares;CE01G163;PMGD;Operativa;no aplica;no aplica;no aplica;ALIMENTADOR CIUDAD 13.2 KV EN S/E COMBARBALA;2;;;;19-06-2014 0:00:00;ERNC;CONAFE;;;;PMGD;SOLAR;COQUIMBO;LIMARÍ;COMBARBALÁ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;306502,012;6547011,992;19J;;;;;;;;;;;;
317;SOLAR LOMA LOS COLORADOS;KDM;KDM ENERGIA S.A.;Tiltil;Solares;CE03G059;MGNC-PMG en pruebas;En Pruebas;no aplica;no aplica;no aplica;S/E LOMA LOS COLORADOS 23KV;2;;;;pendiente;ERNC;no aplica;;;;PMG;Solar;METROPOLITANA DE SANTIAGO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;307272,9999;6547980,014;19J;;;;;;;;;;;;
575;COGENERACIÓN LOMAS COLORADAS;ELECTRICA NUEVA ENERGIA S.A;ELECTRICA NUEVA ENERGIA S.A;Coronel;Termoeléctricas;CE01G438;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E LOMAS COLORADAS;3,4;0;3,4;0;PENDIENTE;COGENERACIÓN;;no aplica;TERMOELECTRICA;ERNC;PMGD;COGENERACIÓN;BIO BIO;;CORONEL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;;;;no aplica;;;;;;;;;;;
385;SOLAR EL ÁGUILA I;ENGIE;E-CL;Arica;Solares;CE06G216;;Operativa;no aplica;no aplica;1;TAPP OFF EL AGUILA;2;;6,24;;04-07-2013;ERNC;no aplica;;Fotovoltaica;ERNC;PMG;SOLAR;ARICA Y PARINACOTA;ARICA;ARICA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;406372,869;7960260,506;19K;"Datos Técnicos  Central Termica Tocopilla; Central Termica Mejillones;Centrales Diesel e Hidroelectrica";;;;;;;;;;;
589;PUNTA BAJA SOLAR;PARQUE SOLAR SpA;PARQUE SOLAR SpA;La Higuera;Solares;CE01G455;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E INCAHUASI;2;0,75;1,985;0;PENDIENTE;FOTOVOLTAICA;CGE;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;COQUIMBO;;LA HIGUIERA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;301365;6751151;19;no aplica;;;;;;;;;;;
348;SOLAR LA SILLA;PARQUE EÓLICO RENAICO;ENEL GREEN POWER;La Higuera;Solares;CE05G180;;Operativa;no aplica;no aplica;no aplica;S/E PAJONALES 23KV;1,53;0;1,53;;12/08/2016;ERNC;no aplica;;;;PMG;SOLAR;COQUIMBO;ELQUI;LA HIGUERA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;331357;6756355,013;19J;;;;;;;;;;;;
518;EL CERNICALO II;SYBAC SOLAR PROJECT COMPANY II SpA;SYBAC SOLAR SYSTEMS CHILE SpA;Ninhue;Solares;CE01G335;PMGD;Operativa;no aplica;no aplica;no aplica;;1,5;0,066666667;1,499;0;21-12-2017;;;;;;PMGD;SOLAR;BÍO BÍO;;;;no aplica;;no aplica;;no aplica;no aplica;;;;;;;;;;;;;;;
